name,age,height,citizenship,position,foot,current club,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Manuel Neuer,34,193.0,Germany,Goalkeeper,right,Bayern Munich,38.0,0.0,3383.0,0.0,51.0,0.0,4590.0,0.0,16.0,0.0,1470.0,0.0,Bundesliga
Sven Ulreich,32,192.0,Germany,Goalkeeper,right,Hamburger SV,12.0,0.0,1057.0,0.0,1.0,0.0,90.0,0.0,8.0,0.0,720.0,0.0,Bundesliga
Christian Früchtl,20,193.0,Germany,Goalkeeper,left,1.FC Nuremberg,23.0,0.0,2070.0,0.0,27.0,0.0,2430.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Ron-Thorben Hoffmann,21,192.0,Germany,Goalkeeper,right,Bayern Munich,17.0,0.0,1530.0,0.0,11.0,0.0,990.0,0.0,11.0,0.0,990.0,0.0,Bundesliga
David Alaba,28,180.0,Austria,Defender - Centre-Back,left,Bayern Munich,43.0,3.0,3631.0,0.0,42.0,2.0,3693.0,0.0,15.0,1.0,1293.0,0.0,Bundesliga
Niklas Süle,25,195.0,Germany,Defender - Centre-Back,right,Bayern Munich,42.0,2.0,3507.0,0.0,16.0,0.0,1151.0,0.0,12.0,0.0,918.0,0.0,Bundesliga
Jérôme Boateng,32,190.0,Germany,Defender - Centre-Back,right,Bayern Munich,28.0,0.0,2419.0,0.0,38.0,0.0,2806.0,0.0,13.0,1.0,1023.0,0.0,Bundesliga
Lars Lukas Mai,20,190.0,Germany,Defender - Centre-Back,right,SV Darmstadt 98,35.0,4.0,3094.0,0.0,26.0,1.0,2253.0,0.0,11.0,0.0,1020.0,0.0,Bundesliga
Chris Richards,20,188.0,United States,Defender - Centre-Back,both,FC Bayern Munich II,29.0,2.0,2449.0,0.0,31.0,4.0,2684.0,0.0,10.0,0.0,569.0,0.0,Bundesliga
Bright Arrey-Mbi,17,187.0,Germany  England,Defender - Centre-Back,left,FC Bayern Munich II,7.0,0.0,630.0,0.0,24.0,3.0,1986.0,0.0,6.0,0.0,426.0,0.0,Bundesliga
Lucas Hernández,24,182.0,France  Spain,Defender - Left-Back,left,Bayern Munich,22.0,1.0,1770.0,0.0,25.0,0.0,1119.0,0.0,14.0,1.0,1075.0,0.0,Bundesliga
Alphonso Davies,20,183.0,Canada  Liberia,Defender - Left-Back,left,Bayern Munich,11.0,1.0,524.0,0.0,46.0,3.0,3676.0,0.0,8.0,0.0,390.0,0.0,Bundesliga
Benjamin Pavard,24,186.0,France,Defender - Right-Back,right,Bayern Munich,31.0,0.0,2786.0,0.0,47.0,4.0,3978.0,0.0,14.0,0.0,1118.0,0.0,Bundesliga
Álvaro Odriozola,24,176.0,Spain,Defender - Right-Back,right,Real Madrid,22.0,1.0,1856.0,0.0,10.0,0.0,613.0,0.0,1.0,0.0,57.0,0.0,Bundesliga
Joshua Kimmich,25,177.0,Germany,Midfielder - Defensive Midfield,right,Bayern Munich,48.0,2.0,4281.0,0.0,51.0,7.0,4354.0,0.0,11.0,3.0,941.0,0.0,Bundesliga
Javi Martínez,32,189.0,Spain,Midfielder - Defensive Midfield,right,Bayern Munich,33.0,4.0,2257.0,0.0,24.0,0.0,1015.0,0.0,16.0,1.0,603.0,0.0,Bundesliga
Paul Will,21,185.0,Germany,Midfielder - Defensive Midfield,left,SG Dynamo Dresden,18.0,1.0,1349.0,0.0,22.0,0.0,1244.0,0.0,11.0,0.0,850.0,0.0,Bundesliga
Thiago,29,174.0,Spain  Brazil,Midfielder - Central Midfield,right,Liverpool FC,42.0,3.0,3426.0,0.0,40.0,3.0,2975.0,0.0,2.0,0.0,134.0,0.0,Bundesliga
Leon Goretzka,25,189.0,Germany,Midfielder - Central Midfield,right,Bayern Munich,42.0,9.0,2720.0,0.0,38.0,8.0,2474.0,0.0,13.0,4.0,987.0,0.0,Bundesliga
Corentin Tolisso,26,181.0,France  Togo,Midfielder - Central Midfield,right,Bayern Munich,4.0,1.0,81.0,0.0,28.0,4.0,1396.0,0.0,11.0,2.0,743.0,0.0,Bundesliga
Renato Sanches,23,176.0,Portugal  Sao Tome and Principe,Midfielder - Central Midfield,right,LOSC Lille,24.0,2.0,782.0,0.0,33.0,4.0,2060.0,0.0,10.0,1.0,704.0,0.0,Bundesliga
Michaël Cuisance,21,181.0,France,Midfielder - Central Midfield,left,Olympique Marseille,14.0,1.0,402.0,0.0,15.0,3.0,672.0,0.0,11.0,0.0,614.0,0.0,Bundesliga
Ryan Johansson,19,186.0,Luxembourg  Sweden,Midfielder - Central Midfield,both,Sevilla Atlético,25.0,1.0,1455.0,0.0,25.0,4.0,1213.0,0.0,7.0,0.0,530.0,0.0,Bundesliga
Philippe Coutinho,28,172.0,Brazil  Portugal,Midfielder - Attacking Midfield,right,FC Barcelona,54.0,11.0,3345.0,0.0,38.0,11.0,2145.0,0.0,10.0,3.0,610.0,0.0,Bundesliga
Sarpreet Singh,21,175.0,New Zealand  India,Midfielder - Attacking Midfield,left,1.FC Nuremberg,28.0,5.0,2211.0,0.0,24.0,7.0,1721.0,0.0,6.0,0.0,177.0,0.0,Bundesliga
Oliver Batista Meier,19,178.0,Germany  Brazil,Midfielder - Attacking Midfield,right,SC Heerenveen,16.0,4.0,1136.0,0.0,35.0,19.0,2389.0,0.0,8.0,1.0,511.0,0.0,Bundesliga
Jamal Musiala,17,180.0,England  Germany,Midfielder - Attacking Midfield,right,Bayern Munich,2.0,0.0,149.0,0.0,29.0,8.0,1656.0,0.0,13.0,3.0,538.0,0.0,Bundesliga
Kingsley Coman,24,180.0,France  Guadeloupe,Forward - Left Winger,right,Bayern Munich,30.0,10.0,1928.0,0.0,38.0,8.0,2434.0,0.0,12.0,5.0,809.0,0.0,Bundesliga
Ivan Perisic,31,187.0,Croatia,Forward - Left Winger,both,Inter Milan,45.0,9.0,3631.0,0.0,35.0,8.0,1756.0,0.0,15.0,2.0,837.0,0.0,Bundesliga
Leon Dajaku,19,180.0,Germany  Kosovo,Forward - Left Winger,right,FC Bayern Munich II,34.0,17.0,2423.0,0.0,33.0,6.0,1935.0,0.0,12.0,3.0,850.0,0.0,Bundesliga
Serge Gnabry,25,176.0,Germany  Cote d'Ivoire,Forward - Right Winger,right,Bayern Munich,42.0,13.0,2541.0,0.0,46.0,23.0,3346.0,0.0,15.0,4.0,1001.0,0.0,Bundesliga
"Woo-yeong Jeong,21,179.0,""Korea, South"",Forward - Right Winger,right,SC Freiburg,33.0,13.0,2529.0,0.0,22.0,3.0,1585.0,0.0,8.0,0.0,282.0,0.0,Bundesliga"
Thomas Müller,31,185.0,Germany,Forward - Second Striker,right,Bayern Munich,45.0,9.0,3251.0,0.0,50.0,14.0,3499.0,0.0,18.0,9.0,1478.0,0.0,Bundesliga
Robert Lewandowski,32,185.0,Poland,Forward - Centre-Forward,right,Bayern Munich,47.0,40.0,4179.0,0.0,47.0,55.0,4133.0,0.0,15.0,15.0,1283.0,0.0,Bundesliga
Joshua Zirkzee,19,193.0,Netherlands  Nigeria,Forward - Centre-Forward,right,Bayern Munich,34.0,22.0,2439.0,0.0,34.0,12.0,1692.0,0.0,8.0,0.0,365.0,0.0,Bundesliga
Fiete Arp,20,184.0,Germany,Forward - Centre-Forward,right,FC Bayern Munich II,27.0,5.0,1345.0,0.0,12.0,3.0,495.0,0.0,13.0,2.0,971.0,0.0,Bundesliga
Kwasi Okyere Wriedt,26,188.0,Ghana  Germany,Forward - Centre-Forward,left,Willem II Tilburg,36.0,26.0,3203.0,0.0,34.0,24.0,2928.0,0.0,1.0,0.0,44.0,0.0,Bundesliga
Malik Tillman,18,186.0,Germany  United States,Forward - Centre-Forward,right,FC Bayern Munich II,26.0,13.0,2097.0,0.0,34.0,21.0,2559.0,0.0,2.0,0.0,104.0,0.0,Bundesliga
Roman Bürki,30,187.0,Switzerland,Goalkeeper,right,Borussia Dortmund,40.0,0.0,3660.0,0.0,39.0,0.0,3490.0,0.0,12.0,0.0,1080.0,0.0,Bundesliga
Marwin Hitz,33,194.0,Switzerland,Goalkeeper,right,Borussia Dortmund,4.0,0.0,420.0,0.0,8.0,0.0,650.0,0.0,6.0,0.0,540.0,0.0,Bundesliga
Luca Unbehaun,19,185.0,Germany,Goalkeeper,right,Borussia Dortmund,30.0,0.0,2703.0,0.0,17.0,0.0,1530.0,0.0,6.0,0.0,540.0,0.0,Bundesliga
Eric Oelschlägel,25,193.0,Germany,Goalkeeper,right,FC Utrecht,29.0,0.0,2640.0,0.0,15.0,0.0,1305.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Jonas Hupe,21,200.0,Germany,Goalkeeper,right,Bonner SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,990.0,0.0,Bundesliga
Dan-Axel Zagadou,21,196.0,France  Cote d'Ivoire,Defender - Centre-Back,left,Borussia Dortmund,23.0,2.0,1853.0,0.0,22.0,1.0,1418.0,0.0,2.0,0.0,108.0,0.0,Bundesliga
Mats Hummels,31,191.0,Germany,Defender - Centre-Back,right,Borussia Dortmund,33.0,2.0,2849.0,0.0,41.0,1.0,3483.0,0.0,17.0,3.0,1494.0,0.0,Bundesliga
Manuel Akanji,25,187.0,Switzerland  Nigeria,Defender - Centre-Back,right,Borussia Dortmund,31.0,1.0,2775.0,0.0,39.0,0.0,3190.0,0.0,14.0,1.0,1260.0,0.0,Bundesliga
Leonardo Balerdi,21,187.0,Argentina,Defender - Centre-Back,right,Olympique Marseille,9.0,1.0,810.0,0.0,16.0,0.0,855.0,0.0,6.0,1.0,475.0,0.0,Bundesliga
Ömer Toprak,31,187.0,Turkey  Germany,Defender - Centre-Back,right,SV Werder Bremen,14.0,0.0,770.0,0.0,13.0,0.0,898.0,0.0,7.0,0.0,467.0,0.0,Bundesliga
Marco Rente,23,185.0,Germany,Defender - Centre-Back,right,Heracles Almelo,24.0,3.0,1920.0,0.0,22.0,0.0,1980.0,0.0,9.0,0.0,541.0,0.0,Bundesliga
Nico Schulz,27,180.0,Germany  Italy,Defender - Left-Back,left,Borussia Dortmund,37.0,2.0,3139.0,0.0,18.0,1.0,1164.0,0.0,6.0,0.0,242.0,0.0,Bundesliga
Marcel Schmelzer,32,180.0,Germany,Defender - Left-Back,left,Borussia Dortmund,13.0,0.0,877.0,0.0,8.0,1.0,59.0,0.0,,,,,Bundesliga
Lukasz Piszczek,35,184.0,Poland,Defender - Right-Back,right,Borussia Dortmund,26.0,1.0,2329.0,0.0,38.0,1.0,2731.0,0.0,8.0,1.0,312.0,0.0,Bundesliga
Mateu Morey Bauzà,20,173.0,Spain,Defender - Right-Back,right,Borussia Dortmund,,,,,16.0,0.0,1046.0,0.0,5.0,0.0,213.0,0.0,Bundesliga
Emre Can,26,186.0,Germany  Turkey,Midfielder - Defensive Midfield,right,Borussia Dortmund,37.0,4.0,2255.0,0.0,23.0,2.0,1415.0,0.0,11.0,1.0,904.0,0.0,Bundesliga
Axel Witsel,31,188.0,Belgium  Martinique,Midfielder - Defensive Midfield,right,Borussia Dortmund,43.0,6.0,3703.0,0.0,39.0,4.0,3216.0,0.0,16.0,1.0,1192.0,0.0,Bundesliga
Julian Weigl,25,186.0,Germany,Midfielder - Defensive Midfield,right,SL Benfica,25.0,1.0,2073.0,0.0,41.0,2.0,3250.0,0.0,12.0,1.0,510.0,0.0,Bundesliga
Tobias Raschl,20,177.0,Germany,Midfielder - Defensive Midfield,right,Borussia Dortmund,30.0,6.0,2540.0,0.0,23.0,4.0,1867.0,0.0,5.0,2.0,295.0,0.0,Bundesliga
Thomas Delaney,29,182.0,Denmark  United States,Midfielder - Central Midfield,left,Borussia Dortmund,38.0,3.0,2760.0,0.0,14.0,0.0,1079.0,0.0,13.0,0.0,809.0,0.0,Bundesliga
Mahmoud Dahoud,24,178.0,Germany  Syria,Midfielder - Central Midfield,right,Borussia Dortmund,22.0,1.0,1234.0,0.0,14.0,0.0,584.0,0.0,8.0,0.0,507.0,0.0,Bundesliga
Taylan Duman,23,180.0,Germany  Turkey,Midfielder - Central Midfield,right,Borussia Dortmund II,28.0,8.0,2277.0,0.0,19.0,5.0,1392.0,0.0,14.0,9.0,1217.0,0.0,Bundesliga
Achraf Hakimi,22,181.0,Morocco  Spain,Midfielder - Right Midfield,right,Inter Milan,28.0,3.0,2379.0,0.0,45.0,9.0,3571.0,0.0,14.0,3.0,847.0,0.0,Bundesliga
Raphaël Guerreiro,26,170.0,Portugal  France,Midfielder - Left Midfield,left,Borussia Dortmund,32.0,6.0,2036.0,0.0,38.0,8.0,2962.0,0.0,12.0,2.0,850.0,0.0,Bundesliga
Julian Brandt,24,185.0,Germany,Midfielder - Attacking Midfield,right,Borussia Dortmund,43.0,10.0,3337.0,0.0,42.0,7.0,2876.0,0.0,18.0,1.0,848.0,0.0,Bundesliga
Marco Reus,31,180.0,Germany,Midfielder - Attacking Midfield,right,Borussia Dortmund,36.0,21.0,3053.0,0.0,26.0,12.0,2120.0,0.0,17.0,3.0,933.0,0.0,Bundesliga
Giovanni Reyna,18,185.0,United States  Portugal,Midfielder - Attacking Midfield,right,Borussia Dortmund,,,,,34.0,9.0,1789.0,0.0,18.0,3.0,1103.0,0.0,Bundesliga
Mario Götze,28,176.0,Germany,Midfielder - Attacking Midfield,right,PSV Eindhoven,34.0,7.0,2266.0,0.0,21.0,3.0,609.0,0.0,9.0,4.0,679.0,0.0,Bundesliga
Immanuel Pherai,19,,Netherlands  Suriname,Midfielder - Attacking Midfield,right,PEC Zwolle,35.0,8.0,2571.0,0.0,18.0,2.0,1512.0,0.0,9.0,1.0,681.0,0.0,Bundesliga
Thorgan Hazard,27,175.0,Belgium,Forward - Left Winger,right,Borussia Dortmund,35.0,13.0,3058.0,0.0,43.0,7.0,3095.0,0.0,11.0,3.0,616.0,0.0,Bundesliga
Jacob Bruun Larsen,22,183.0,Denmark,Forward - Left Winger,right,TSG 1899 Hoffenheim,30.0,3.0,1476.0,0.0,21.0,0.0,619.0,0.0,3.0,0.0,101.0,0.0,Bundesliga
Chris Führich,22,178.0,Germany,Forward - Left Winger,right,SC Paderborn 07,33.0,5.0,2801.0,0.0,24.0,8.0,2031.0,0.0,11.0,5.0,737.0,0.0,Bundesliga
Jadon Sancho,20,180.0,England,Forward - Right Winger,right,Borussia Dortmund,43.0,13.0,2967.0,0.0,44.0,20.0,3274.0,0.0,14.0,3.0,994.0,0.0,Bundesliga
Marius Wolf,25,187.0,Germany,Forward - Right Winger,right,1. FC Köln,22.0,1.0,1258.0,0.0,24.0,1.0,1615.0,0.0,8.0,0.0,661.0,0.0,Bundesliga
Alaa Bakir,19,179.0,Germany  Jordan,Forward - Right Winger,right,Borussia Dortmund II,35.0,9.0,2335.0,0.0,26.0,11.0,1958.0,0.0,15.0,2.0,678.0,0.0,Bundesliga
Erling Haaland,20,194.0,Norway,Forward - Centre-Forward,left,Borussia Dortmund,10.0,5.0,555.0,0.0,40.0,44.0,2751.0,0.0,14.0,17.0,1121.0,0.0,Bundesliga
Paco Alcácer,27,175.0,Spain,Forward - Centre-Forward,right,Villarreal CF,32.0,19.0,1664.0,0.0,29.0,11.0,1773.0,0.0,12.0,9.0,754.0,0.0,Bundesliga
Péter Gulácsi,30,190.0,Hungary,Goalkeeper,right,RB Leipzig,40.0,0.0,3585.0,0.0,42.0,0.0,3754.0,0.0,17.0,0.0,1530.0,0.0,Bundesliga
Yvon Mvogo,26,186.0,Switzerland  Cameroon,Goalkeeper,right,PSV Eindhoven,12.0,0.0,1034.0,0.0,6.0,0.0,476.0,0.0,17.0,0.0,1530.0,0.0,Bundesliga
Philipp Tschauner,35,196.0,Germany,Goalkeeper,right,RB Leipzig,20.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Tim Schreiber,18,191.0,Germany,Goalkeeper,right,RB Leipzig,24.0,0.0,1920.0,0.0,15.0,0.0,1350.0,0.0,4.0,0.0,298.0,0.0,Bundesliga
Dayot Upamecano,22,186.0,France  Guinea-Bissau,Defender - Centre-Back,right,RB Leipzig,22.0,0.0,1852.0,0.0,38.0,0.0,3182.0,0.0,15.0,1.0,1209.0,0.0,Bundesliga
Ibrahima Konaté,21,194.0,France  Mali,Defender - Centre-Back,right,RB Leipzig,43.0,3.0,3666.0,0.0,11.0,0.0,771.0,0.0,11.0,1.0,789.0,0.0,Bundesliga
Lukas Klostermann,24,189.0,Germany,Defender - Centre-Back,right,RB Leipzig,40.0,5.0,2965.0,0.0,43.0,4.0,3634.0,0.0,5.0,0.0,334.0,0.0,Bundesliga
Willi Orban,28,186.0,Hungary  Germany,Defender - Centre-Back,right,RB Leipzig,39.0,4.0,3382.0,0.0,18.0,1.0,1247.0,0.0,14.0,1.0,865.0,0.0,Bundesliga
Ethan Ampadu,20,182.0,Wales  England,Defender - Centre-Back,right,Sheffield United,12.0,0.0,823.0,0.0,7.0,0.0,277.0,0.0,6.0,0.0,456.0,0.0,Bundesliga
Frederik Jäkel,19,193.0,Germany,Defender - Centre-Back,right,KV Oostende,25.0,1.0,2280.0,0.0,19.0,1.0,1566.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Malik Talabidi,19,184.0,Germany  Togo,Defender - Centre-Back,right,FC Wil 1900,27.0,4.0,2270.0,0.0,21.0,0.0,1632.0,0.0,9.0,0.0,811.0,0.0,Bundesliga
Angeliño,23,171.0,Spain,Defender - Left-Back,left,RB Leipzig,43.0,1.0,3890.0,0.0,31.0,1.0,2527.0,0.0,17.0,7.0,1520.0,0.0,Bundesliga
Marcel Halstenberg,29,188.0,Germany,Defender - Left-Back,left,RB Leipzig,37.0,4.0,3098.0,0.0,38.0,3.0,3217.0,0.0,8.0,1.0,570.0,0.0,Bundesliga
Marcelo Saracchi,22,172.0,Uruguay,Defender - Left-Back,left,Galatasaray SK,20.0,0.0,1431.0,0.0,22.0,3.0,1511.0,0.0,7.0,0.0,544.0,0.0,Bundesliga
Nordi Mukiele,23,187.0,France  DR Congo,Defender - Right-Back,right,RB Leipzig,31.0,1.0,1901.0,0.0,37.0,3.0,2659.0,0.0,13.0,1.0,913.0,0.0,Bundesliga
Diego Demme,29,170.0,Germany  Italy,Midfielder - Defensive Midfield,right,SSC Napoli,39.0,0.0,2961.0,0.0,46.0,2.0,3170.0,0.0,10.0,2.0,554.0,0.0,Bundesliga
Tyler Adams,21,176.0,United States,Midfielder - Defensive Midfield,right,RB Leipzig,12.0,0.0,876.0,0.0,17.0,1.0,1033.0,0.0,12.0,0.0,743.0,0.0,Bundesliga
Stefan Ilsanker,31,189.0,Austria,Midfielder - Defensive Midfield,right,Eintracht Frankfurt,34.0,0.0,1900.0,0.0,25.0,2.0,1702.0,0.0,11.0,0.0,695.0,0.0,Bundesliga
Tom Krauß,19,182.0,Germany,Midfielder - Defensive Midfield,right,1.FC Nuremberg,30.0,10.0,2614.0,0.0,19.0,6.0,1503.0,0.0,11.0,0.0,783.0,0.0,Bundesliga
Konrad Laimer,23,180.0,Austria,Midfielder - Central Midfield,right,RB Leipzig,43.0,2.0,2956.0,0.0,42.0,4.0,3060.0,0.0,,,,,Bundesliga
Kevin Kampl,30,178.0,Slovenia,Midfielder - Central Midfield,right,RB Leipzig,40.0,3.0,3160.0,0.0,15.0,2.0,965.0,0.0,15.0,0.0,895.0,0.0,Bundesliga
Amadou Haidara,22,175.0,Mali,Midfielder - Central Midfield,right,RB Leipzig,33.0,4.0,1973.0,0.0,28.0,0.0,1091.0,0.0,13.0,3.0,989.0,0.0,Bundesliga
Mads Bidstrup,19,,Denmark,Midfielder - Central Midfield,right,Brentford FC B,26.0,2.0,2076.0,0.0,13.0,4.0,761.0,0.0,,,,,Bundesliga
Dani Olmo,22,179.0,Spain,Midfielder - Attacking Midfield,right,RB Leipzig,44.0,12.0,3301.0,0.0,37.0,13.0,2684.0,0.0,17.0,1.0,1070.0,0.0,Bundesliga
Christopher Nkunku,23,175.0,France  DR Congo,Midfielder - Attacking Midfield,right,RB Leipzig,29.0,4.0,1503.0,0.0,44.0,5.0,2598.0,0.0,16.0,3.0,1085.0,0.0,Bundesliga
Hannes Wolf,21,179.0,Austria,Midfielder - Attacking Midfield,left,Borussia Mönchengladbach,40.0,11.0,2730.0,0.0,5.0,0.0,53.0,0.0,15.0,2.0,537.0,0.0,Bundesliga
Joscha Wosz,18,173.0,Germany,Midfielder - Attacking Midfield,,RasenBallsport Leipzig U19,23.0,15.0,1762.0,0.0,28.0,6.0,1651.0,0.0,4.0,2.0,277.0,0.0,Bundesliga
Emil Forsberg,29,179.0,Sweden,Forward - Left Winger,right,RB Leipzig,29.0,7.0,1753.0,0.0,32.0,10.0,1751.0,0.0,17.0,4.0,1017.0,0.0,Bundesliga
Ademola Lookman,23,174.0,England  Nigeria,Forward - Left Winger,right,Fulham FC,24.0,1.0,830.0,0.0,13.0,0.0,377.0,0.0,9.0,2.0,697.0,0.0,Bundesliga
Marcel Sabitzer,26,177.0,Austria,Forward - Right Winger,right,RB Leipzig,43.0,5.0,3287.0,0.0,44.0,16.0,3558.0,0.0,12.0,2.0,815.0,0.0,Bundesliga
Fabrice Hartmann,19,178.0,Germany,Forward - Right Winger,left,RB Leipzig,27.0,15.0,1878.0,0.0,24.0,5.0,1661.0,0.0,,,,,Bundesliga
Matheus Cunha,21,184.0,Brazil,Forward - Second Striker,right,Hertha BSC,39.0,9.0,1952.0,0.0,24.0,5.0,1103.0,0.0,11.0,7.0,990.0,0.0,Bundesliga
Timo Werner,24,181.0,Germany,Forward - Centre-Forward,right,Chelsea FC,37.0,19.0,3101.0,0.0,45.0,34.0,3589.0,0.0,18.0,8.0,1410.0,0.0,Bundesliga
Yussuf Poulsen,26,192.0,Denmark  Tanzania,Forward - Centre-Forward,right,RB Leipzig,45.0,19.0,3321.0,0.0,33.0,5.0,2061.0,0.0,15.0,5.0,845.0,0.0,Bundesliga
Patrik Schick,24,187.0,Czech Republic,Forward - Centre-Forward,left,Bayer 04 Leverkusen,32.0,5.0,1745.0,0.0,28.0,10.0,1628.0,0.0,9.0,4.0,484.0,0.0,Bundesliga
Jean-Kévin Augustin,23,180.0,France  Haiti,Forward - Centre-Forward,right,FC Nantes,30.0,8.0,1369.0,0.0,16.0,1.0,580.0,0.0,3.0,0.0,33.0,0.0,Bundesliga
Dennis Borkowski,18,184.0,Germany,Forward - Centre-Forward,right,RB Leipzig,22.0,19.0,1594.0,0.0,24.0,11.0,1803.0,0.0,3.0,2.0,175.0,0.0,Bundesliga
Hugo Novoa,17,182.0,Spain,Forward - Centre-Forward,right,RasenBallsport Leipzig U19,,,,,20.0,5.0,1214.0,0.0,5.0,1.0,342.0,0.0,Bundesliga
Lukas Hradecky,31,192.0,Finland  Slovakia,Goalkeeper,right,Bayer 04 Leverkusen,40.0,0.0,3600.0,0.0,50.0,0.0,4500.0,0.0,16.0,0.0,1440.0,0.0,Bundesliga
Ramazan Özcan,36,185.0,Austria,Goalkeeper,left,Retired,4.0,0.0,360.0,0.0,1.0,0.0,90.0,0.0,,,,,Bundesliga
Niklas Lomb,27,186.0,Germany,Goalkeeper,right,Bayer 04 Leverkusen,14.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Jonathan Tah,24,195.0,Germany  Cote d'Ivoire,Defender - Centre-Back,right,Bayer 04 Leverkusen,38.0,3.0,3389.0,0.0,39.0,0.0,3136.0,0.0,10.0,1.0,696.0,0.0,Bundesliga
Edmond Tapsoba,21,194.0,Burkina Faso,Defender - Centre-Back,right,Bayer 04 Leverkusen,30.0,7.0,2700.0,0.0,54.0,9.0,4463.0,0.0,11.0,0.0,871.0,0.0,Bundesliga
Panagiotis Retsos,22,186.0,Greece,Defender - Centre-Back,right,AS Saint-Étienne,1.0,0.0,31.0,0.0,7.0,0.0,285.0,0.0,2.0,0.0,138.0,0.0,Bundesliga
Tin Jedvaj,25,188.0,Croatia,Defender - Centre-Back,right,Bayer 04 Leverkusen,21.0,2.0,1470.0,0.0,31.0,2.0,2642.0,0.0,4.0,0.0,258.0,0.0,Bundesliga
Sven Bender,31,186.0,Germany,Defender - Centre-Back,right,Bayer 04 Leverkusen,32.0,0.0,2435.0,0.0,47.0,4.0,3881.0,0.0,10.0,0.0,794.0,0.0,Bundesliga
Aleksandar Dragovic,29,186.0,Austria  Serbia,Defender - Centre-Back,right,Bayer 04 Leverkusen,28.0,2.0,2024.0,0.0,25.0,0.0,1552.0,0.0,12.0,2.0,648.0,0.0,Bundesliga
Wendell,27,176.0,Brazil,Defender - Left-Back,left,Bayer 04 Leverkusen,39.0,2.0,3229.0,0.0,34.0,0.0,2643.0,0.0,8.0,0.0,616.0,0.0,Bundesliga
Daley Sinkgraven,25,179.0,Netherlands,Defender - Left-Back,left,Bayer 04 Leverkusen,11.0,0.0,312.0,0.0,21.0,0.0,1525.0,0.0,11.0,0.0,833.0,0.0,Bundesliga
Mitchell Weiser,26,177.0,Germany,Defender - Right-Back,right,Bayer 04 Leverkusen,41.0,2.0,3056.0,0.0,28.0,1.0,1895.0,0.0,2.0,0.0,51.0,0.0,Bundesliga
Lars Bender,31,185.0,Germany,Defender - Right-Back,right,Bayer 04 Leverkusen,27.0,1.0,1814.0,0.0,28.0,2.0,2043.0,0.0,13.0,1.0,927.0,0.0,Bundesliga
Julian Baumgartlinger,32,184.0,Austria,Midfielder - Defensive Midfield,right,Bayer 04 Leverkusen,27.0,0.0,1955.0,0.0,40.0,2.0,2404.0,0.0,14.0,3.0,862.0,0.0,Bundesliga
Adrian Stanilewicz,20,181.0,Poland  Germany,Midfielder - Defensive Midfield,left,SV Darmstadt 98,27.0,3.0,2342.0,0.0,7.0,0.0,543.0,0.0,4.0,0.0,181.0,0.0,Bundesliga
Ayman Azhil,19,170.0,Morocco  Germany,Midfielder - Defensive Midfield,,RKC Waalwijk,25.0,2.0,2124.0,0.0,27.0,5.0,2430.0,0.0,6.0,0.0,290.0,0.0,Bundesliga
Kerem Demirbay,27,183.0,Germany  Turkey,Midfielder - Central Midfield,left,Bayer 04 Leverkusen,32.0,4.0,2481.0,0.0,40.0,2.0,2725.0,0.0,12.0,2.0,859.0,0.0,Bundesliga
Exequiel Palacios,22,177.0,Argentina,Midfielder - Central Midfield,right,Bayer 04 Leverkusen,37.0,3.0,2520.0,0.0,22.0,1.0,1504.0,0.0,6.0,0.0,267.0,0.0,Bundesliga
Charles Aránguiz,31,171.0,Chile,Midfielder - Central Midfield,right,Bayer 04 Leverkusen,29.0,3.0,2289.0,0.0,39.0,3.0,3112.0,0.0,5.0,1.0,388.0,0.0,Bundesliga
Kai Havertz,21,189.0,Germany,Midfielder - Attacking Midfield,left,Chelsea FC,42.0,20.0,3505.0,0.0,45.0,18.0,3797.0,0.0,15.0,4.0,1027.0,0.0,Bundesliga
Nadiem Amiri,24,180.0,Germany  Afghanistan,Midfielder - Attacking Midfield,right,Bayer 04 Leverkusen,15.0,3.0,859.0,0.0,42.0,1.0,2561.0,0.0,15.0,4.0,986.0,0.0,Bundesliga
Florian Wirtz,17,175.0,Germany,Midfielder - Attacking Midfield,right,Bayer 04 Leverkusen,14.0,4.0,1034.0,0.0,23.0,11.0,1440.0,0.0,15.0,3.0,1062.0,0.0,Bundesliga
Moussa Diaby,21,170.0,France  Mali,Forward - Left Winger,left,Bayer 04 Leverkusen,34.0,4.0,1526.0,0.0,39.0,8.0,2551.0,0.0,16.0,3.0,1236.0,0.0,Bundesliga
Paulinho,20,177.0,Brazil,Forward - Left Winger,right,Bayer 04 Leverkusen,21.0,1.0,505.0,0.0,19.0,3.0,447.0,0.0,,,,,Bundesliga
